time,task,spec,device,N,T,dt,num_obstacles,passrate,success,best_rho,gpu_traj_s,rho_min,K,delta,accept_rate,reject_rate,near_feasible,seed,world_seed,goal_r,min_start_goal_dist,los_block_required
2025-09-06T22:31:40.445532,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.3639455735683441,0.3639455735683441,0.439365029335022,7.915600470512456,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T22:34:14.091622,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30102041363716125,0.30102041363716125,0.6996810436248779,7.905919202296538,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T22:36:49.072003,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.4404761791229248,0.4404761791229248,0.44390809535980225,7.837080758868978,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T22:39:22.770734,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.31802719831466675,0.31802719831466675,0.6996736526489258,7.902693536901701,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T22:40:43.876518,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.23044216632843018,0.23044216632843018,0.6988997459411621,15.451755915861538,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T22:42:06.243930,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.363095223903656,0.363095223903656,0.4296135902404785,15.202772558297776,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T22:43:29.697678,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30102041363716125,0.30102041363716125,0.6996810436248779,14.982430539627922,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T22:44:49.787455,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.4404761791229248,0.4404761791229248,0.4354299306869507,15.651118999456013,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T22:46:12.695471,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.317176878452301,0.317176878452301,0.6996736526489258,15.082030363008904,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T22:56:00.466344,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.2321428507566452,0.2321428507566452,0.6988997459411621,14.72827090185181,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T22:57:24.667147,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.3622449040412903,0.3622449040412903,0.42605888843536377,14.833520656157647,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T22:58:47.063251,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.2984693944454193,0.2984693944454193,0.6996810436248779,15.175145348774604,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T23:00:08.353306,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.4396258294582367,0.4396258294582367,0.4354299306869507,15.399970307804772,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T23:01:31.244356,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.31802719831466675,0.31802719831466675,0.6996736526489258,15.085705603271295,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T23:02:53.703110,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.23044216632843018,0.23044216632843018,0.6988997459411621,15.171150017203756,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T23:04:17.089510,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.363095223903656,0.363095223903656,0.4296135902404785,14.988153661707226,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T23:05:40.250477,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30102041363716125,0.30102041363716125,0.6996810436248779,15.03684808298506,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T23:07:03.584733,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.4404761791229248,0.4404761791229248,0.4354299306869507,15.022769178162553,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T23:08:31.067575,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.317176878452301,0.317176878452301,0.6996736526489258,14.27004071177003,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T23:09:55.547562,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.2321428507566452,0.2321428507566452,0.6988997459411621,14.82569370053416,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T23:11:37.344811,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.36054420471191406,0.36054420471191406,0.42605888843536377,12.138762245208012,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T23:12:59.670270,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30102041363716125,0.30102041363716125,0.6996810436248779,15.209325908697203,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T23:14:19.943047,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.4396258294582367,0.4396258294582367,0.4446500539779663,15.612641064006878,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T23:15:43.280255,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.31802719831466675,0.31802719831466675,0.6996736526489258,14.999682000756568,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T23:16:49.947771,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.2312925159931183,0.2312925159931183,0.6988997459411621,19.06041773428642,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T23:17:56.233995,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.3622449040412903,0.3622449040412903,0.42605888843536377,19.160730518778458,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T23:19:02.066173,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30017006397247314,0.30017006397247314,0.6996810436248779,19.312088557204387,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T23:20:07.789497,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.43877550959587097,0.43877550959587097,0.4354299306869507,19.388285239610774,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T23:21:14.480929,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.31802719831466675,0.31802719831466675,0.6996736526489258,19.055952978027687,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T23:22:37.987448,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.23044216632843018,0.23044216632843018,0.6988997459411621,14.962652802272258,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T23:24:00.260822,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.363095223903656,0.363095223903656,0.4296135902404785,15.206470461114119,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T23:25:24.214515,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30102041363716125,0.30102041363716125,0.6996810436248779,14.897022686634955,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T23:26:44.797406,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.4404761791229248,0.4404761791229248,0.4354299306869507,15.580108850614453,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T23:28:08.092943,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.317176878452301,0.317176878452301,0.6996736526489258,15.021564836177149,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
2025-09-06T23:29:47.772511,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.23044216632843018,0.23044216632843018,0.6988997459411621,12.416379214255011,0.05,8,0.01,1.0,0.0,0.0,123,3003,0.699999988079071,2.0,True
2025-09-06T23:31:26.242289,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.3639455735683441,0.3639455735683441,0.42605888843536377,12.580973567241035,0.05,8,0.01,1.0,0.0,0.0,123,3004,0.699999988079071,2.0,True
2025-09-06T23:33:05.911834,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.30102041363716125,0.30102041363716125,0.6996810436248779,12.424892690208253,0.05,8,0.01,1.0,0.0,0.0,123,3005,0.699999988079071,2.0,True
2025-09-06T23:34:45.359146,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.43877550959587097,0.43877550959587097,0.4354299306869507,12.516199729498426,0.05,8,0.01,1.0,0.0,0.0,123,3006,0.699999988079071,2.0,True
2025-09-06T23:36:25.276691,nav2d,gf_avoid_reach,cuda,1176,64,0.1,5,0.31802719831466675,0.31802719831466675,0.6996736526489258,12.411288637399144,0.05,8,0.01,1.0,0.0,0.0,123,3007,0.699999988079071,2.0,True
